,status,nb_redirection,length_words_raw,phish_hints,ratio_intHyperlinks,ratio_extHyperlinks,ratio_intHyperlinks,external_favicon,domain_with_copyright,domain_age,web_traffic,google_index,page_rank,url_length,hostname_length,special_characters_count,use_https,ratio_digits_url,ratio_digits_url
230,1,0,3,0,0.7578125,0.2421875,0.7578125,0,1,5903,0,0,4,28,21,6,0,0.0,0.0
231,0,0,6,0,0.977678571,0.022321429,0.977678571,0,1,5627,0,0,5,87,24,9,0,0.12643678160919541,0.12643678160919541
232,1,1,5,0,0.994236311,0.005763689,0.994236311,0,1,4153,124314,1,4,43,18,8,0,0.0,0.0
233,1,1,2,0,0.363636364,0.636363636,0.363636364,1,0,4764,199026,0,4,27,19,6,0,0.0,0.0
234,1,1,15,0,0.4375,0.5625,0.4375,0,0,9744,962,0,7,101,17,19,0,0.07920792079207921,0.07920792079207921
235,1,0,7,0,0.674418605,0.325581395,0.674418605,1,0,3163,1323034,0,4,60,28,10,0,0.0,0.0
236,1,1,6,0,0.951327434,0.048672566,0.951327434,1,1,-1,98458,0,4,38,13,9,0,0.0,0.0
237,0,0,1,0,0.0,0.0,0.0,0,0,2088,0,1,0,19,10,5,1,0.0,0.0
238,1,0,38,0,0.878378378,0.121621622,0.878378378,1,0,4162,376041,1,5,137,15,43,1,0.26277372262773724,0.26277372262773724
239,0,0,24,1,0.0,0.0,0.0,0,0,-1,0,1,0,263,179,29,0,0.12927756653992395,0.12927756653992395
240,0,1,2,0,0.545454545,0.454545455,0.545454545,1,1,-1,3536,1,9,22,6,5,1,0.18181818181818182,0.18181818181818182
241,0,0,11,4,1.0,0.0,1.0,0,0,918,0,1,0,89,21,15,0,0.011235955056179775,0.011235955056179775
242,1,0,2,0,0.293103448,0.706896552,0.293103448,1,1,5890,2487034,0,3,28,19,6,1,0.0,0.0
243,1,1,4,0,0.899280576,0.100719424,0.899280576,0,0,8046,1577,0,5,49,26,7,0,0.02040816326530612,0.02040816326530612
244,0,0,6,1,0.181818182,0.818181818,0.181818182,1,0,5616,0,1,5,45,36,10,1,0.06666666666666667,0.06666666666666667
245,0,1,2,0,0.172588832,0.827411168,0.172588832,1,0,5442,0,0,2,30,22,6,0,0.0,0.0
246,0,0,6,2,0.0,0.0,0.0,0,0,3188,9820235,1,2,54,10,9,0,0.0,0.0
247,1,1,2,0,0.5,0.5,0.5,1,1,-1,0,0,2,29,22,5,0,0.0,0.0
248,0,0,11,1,0.833333333,0.166666667,0.833333333,0,0,3977,0,1,2,86,16,14,0,0.0,0.0
249,0,0,2,0,0.0,0.0,0.0,0,0,1,0,1,0,26,18,6,0,0.07692307692307693,0.07692307692307693
250,1,0,9,0,0.824561404,0.175438596,0.824561404,1,1,4549,146,0,7,83,20,12,1,0.10843373493975904,0.10843373493975904
251,0,1,4,0,0.75,0.25,0.75,0,0,1,9657236,1,0,49,28,7,1,0.0,0.0
252,1,2,4,0,0.742342342,0.257657658,0.742342342,1,0,8969,70,0,8,33,12,7,0,0.21212121212121213,0.21212121212121213
253,1,1,4,0,0.756521739,0.243478261,0.756521739,0,0,9205,692,0,6,40,18,7,0,0.0,0.0
254,1,0,7,0,0.943181818,0.056818182,0.943181818,0,0,8697,25617,1,5,56,18,11,0,0.0,0.0
255,1,0,2,0,0.783950617,0.216049383,0.783950617,1,1,3873,2192611,0,2,27,18,6,1,0.0,0.0
256,1,1,8,0,0.842105263,0.157894737,0.842105263,1,0,4821,151781,0,3,70,33,11,0,0.0,0.0
257,0,0,10,2,0.0,0.0,0.0,0,0,65,0,1,0,128,120,14,0,0.0546875,0.0546875
258,0,2,2,0,0.0,0.0,0.0,0,0,-1,0,1,6,25,6,5,0,0.12,0.12
259,1,0,3,0,0.421768707,0.578231293,0.421768707,1,0,8517,8,0,10,33,16,7,1,0.0,0.0
260,1,0,5,0,0.559322034,0.440677966,0.559322034,1,1,3118,258,0,7,52,16,8,1,0.0,0.0
261,1,0,2,0,0.607843137,0.392156863,0.607843137,1,1,7318,19471,0,5,31,22,6,1,0.0,0.0
262,0,0,2,0,0.0,1.0,0.0,1,0,7295,0,1,5,41,32,6,1,0.0975609756097561,0.0975609756097561
263,1,0,2,0,0.851851852,0.148148148,0.851851852,0,1,6022,4222108,0,2,33,24,6,1,0.0,0.0
264,0,0,2,0,0.0,0.0,0.0,0,0,1,0,1,0,32,23,6,1,0.0,0.0
265,1,0,8,0,0.705882353,0.294117647,0.705882353,1,0,3346,0,0,1,66,30,11,0,0.030303030303030304,0.030303030303030304
266,1,0,13,1,0.514285714,0.485714286,0.514285714,0,1,5409,9424,0,6,85,14,17,1,0.09411764705882353,0.09411764705882353
267,1,0,5,0,0.867483296,0.132516704,0.867483296,0,1,7129,12,0,7,52,20,8,1,0.0,0.0
268,1,0,13,0,0.466666667,0.533333333,0.466666667,1,1,4300,17917,0,5,109,19,16,1,0.05504587155963303,0.05504587155963303
269,1,1,8,0,0.25,0.75,0.25,1,0,2785,456652,0,4,84,20,12,0,0.0,0.0
270,0,1,8,2,0.0,1.0,0.0,0,0,8346,1,0,10,110,16,11,1,0.12727272727272726,0.12727272727272726
271,0,0,14,3,0.769230769,0.230769231,0.769230769,0,1,1095,3898136,1,0,171,25,17,0,0.30409356725146197,0.30409356725146197
272,1,0,1,0,0.9,0.1,0.9,0,0,-1,1860135,0,3,17,9,5,0,0.0,0.0
273,1,0,1,0,1.0,0.0,1.0,0,0,7557,3080310,0,2,19,12,4,0,0.0,0.0
274,0,1,18,1,1.0,0.0,1.0,0,0,-1,0,1,0,98,14,16,0,0.2857142857142857,0.2857142857142857
275,0,4,2,0,0.461538462,0.538461538,0.461538462,1,0,2581,3704884,1,4,32,24,6,0,0.0,0.0
276,1,0,2,0,0.86259542,0.13740458,0.86259542,0,0,-1,5759582,0,4,28,20,6,1,0.0,0.0
277,0,0,7,0,0.0,1.0,0.0,0,0,7083,17964,1,3,64,31,11,0,0.03125,0.03125
278,1,0,4,0,0.915110357,0.084889643,0.915110357,0,1,7133,12,0,7,40,16,7,1,0.0,0.0
279,0,1,10,0,0.115384615,0.884615385,0.115384615,1,0,8019,0,1,4,132,32,15,1,0.11363636363636363,0.11363636363636363
280,0,1,15,0,0.0,1.0,0.0,1,0,8019,0,1,4,124,24,20,1,0.04838709677419355,0.04838709677419355
281,0,0,6,1,0.954545455,0.045454545,0.954545455,0,0,3747,0,1,2,51,18,9,0,0.0,0.0
282,0,0,4,1,0.54,0.46,0.54,1,1,-1,0,1,0,141,48,9,1,0.2907801418439716,0.2907801418439716
283,0,1,13,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,126,50,18,0,0.12698412698412698,0.12698412698412698
284,1,0,1,0,0.5,0.5,0.5,1,0,4924,0,0,1,21,14,5,0,0.0,0.0
285,1,0,7,0,1.0,0.0,1.0,0,0,11205,173087,1,5,53,14,11,0,0.03773584905660377,0.03773584905660377
286,1,0,2,0,0.755555556,0.244444444,0.755555556,1,0,-1,0,0,3,27,18,6,1,0.0,0.0
287,0,0,6,0,0.980392157,0.019607843,0.980392157,0,0,1379,0,1,0,76,14,9,0,0.27631578947368424,0.27631578947368424
288,1,2,9,0,0.75862069,0.24137931,0.75862069,0,1,4133,3807718,1,4,79,32,13,0,0.0,0.0
289,0,1,4,0,0.966666667,0.033333333,0.966666667,0,0,5767,0,1,2,77,23,7,0,0.2077922077922078,0.2077922077922078
290,1,0,4,0,0.96124031,0.03875969,0.96124031,1,1,7169,3198502,0,2,35,18,8,1,0.0,0.0
291,1,0,6,0,0.994791667,0.005208333,0.994791667,0,0,6842,74297,0,5,56,21,9,1,0.0,0.0
292,1,0,6,0,0.0,0.0,0.0,0,0,7705,549152,1,5,49,22,9,0,0.08163265306122448,0.08163265306122448
293,1,1,4,0,0.838174274,0.161825726,0.838174274,1,1,6769,114612,0,5,41,20,7,0,0.0,0.0
294,0,1,6,0,0.9,0.1,0.9,0,1,-1,0,1,0,84,20,12,0,0.27380952380952384,0.27380952380952384
295,1,0,2,0,0.620689655,0.379310345,0.620689655,0,1,8309,891412,0,5,29,20,6,1,0.0,0.0
296,1,0,2,0,0.96969697,0.03030303,0.96969697,0,1,-1,405272,0,3,21,12,6,1,0.0,0.0
297,1,0,5,0,1.0,0.0,1.0,0,1,5572,126063,0,5,35,13,8,0,0.0,0.0
298,1,0,4,0,0.777777778,0.222222222,0.777777778,1,0,-1,642658,0,3,28,19,8,1,0.0,0.0
299,0,0,12,0,1.0,0.0,1.0,0,1,-1,2656129,0,3,97,25,16,1,0.0,0.0
300,0,0,2,0,0.0,0.0,0.0,0,0,2744,0,0,0,36,14,6,0,0.0,0.0
301,1,1,7,0,0.836538462,0.163461538,0.836538462,0,0,8176,1489770,1,4,63,19,10,1,0.0,0.0
302,1,0,1,0,0.779411765,0.220588235,0.779411765,1,1,3086,2742704,0,2,24,17,5,0,0.0,0.0
303,0,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,40,33,5,0,0.025,0.025
304,0,0,11,5,1.0,0.0,1.0,0,1,4505,0,1,0,85,17,14,0,0.0,0.0
305,0,0,8,0,0.469879518,0.530120482,0.469879518,1,1,5627,0,1,5,56,39,11,0,0.10714285714285714,0.10714285714285714
306,0,0,6,1,0.142857143,0.857142857,0.142857143,0,0,393,0,1,0,49,11,9,0,0.0,0.0
307,0,0,2,0,1.0,0.0,1.0,0,0,-2,0,1,0,23,10,5,1,0.0,0.0
308,0,0,8,3,0.590909091,0.409090909,0.590909091,1,1,2232,0,1,0,64,16,11,1,0.0,0.0
309,0,0,7,0,0.388888889,0.611111111,0.388888889,1,1,205,6985854,1,0,46,20,11,1,0.043478260869565216,0.043478260869565216
310,0,0,5,0,1.0,0.0,1.0,0,0,1880,0,1,0,36,9,8,0,0.0,0.0
311,1,0,2,0,0.918918919,0.081081081,0.918918919,0,1,5904,3369493,0,4,29,22,5,0,0.06896551724137931,0.06896551724137931
312,0,1,4,0,0.932038835,0.067961165,0.932038835,1,1,6831,0,1,0,55,28,8,0,0.05454545454545454,0.05454545454545454
313,1,1,3,0,0.902777778,0.097222222,0.902777778,1,1,6260,683,0,6,45,25,6,0,0.0,0.0
314,1,1,2,0,0.80620155,0.19379845,0.80620155,1,1,-1,1120148,0,4,33,25,6,0,0.0,0.0
315,0,0,14,5,0.933333333,0.066666667,0.933333333,0,0,-1,0,1,0,231,23,20,1,0.39826839826839827,0.39826839826839827
316,0,1,3,0,1.0,0.0,1.0,0,0,-1,0,1,0,30,17,6,1,0.0,0.0
317,1,0,2,0,0.861111111,0.138888889,0.861111111,0,1,6749,581257,0,4,31,23,6,0,0.0,0.0
318,1,0,3,0,0.571428571,0.428571429,0.571428571,0,0,-1,0,0,3,27,18,7,1,0.0,0.0
319,0,1,5,0,0.966666667,0.033333333,0.966666667,0,0,5767,0,1,2,81,27,8,0,0.25925925925925924,0.25925925925925924
320,1,0,7,0,0.861386139,0.138613861,0.861386139,0,0,7913,0,0,6,58,16,10,1,0.1206896551724138,0.1206896551724138
321,1,0,2,0,0.444444444,0.555555556,0.444444444,1,1,7296,1726750,0,5,28,19,6,1,0.0,0.0
322,1,0,2,0,0.946202532,0.053797468,0.946202532,1,0,2568,286071,0,5,25,16,6,1,0.0,0.0
323,0,0,10,0,0.757009346,0.242990654,0.757009346,1,1,1302,0,1,0,87,13,13,0,0.022988505747126436,0.022988505747126436
324,1,0,2,0,0.978723404,0.021276596,0.978723404,0,0,5230,0,1,7,28,19,6,1,0.0,0.0
325,1,1,19,0,1.0,0.0,1.0,0,0,5956,4922,1,6,133,13,23,1,0.06015037593984962,0.06015037593984962
326,1,0,2,0,0.796875,0.203125,0.796875,1,0,-1,353666,0,4,26,17,7,1,0.0,0.0
327,0,1,4,0,0.842696629,0.157303371,0.842696629,1,1,6478,0,1,1,36,15,8,0,0.0,0.0
328,0,0,2,1,0.833333333,0.166666667,0.833333333,0,0,990,785858,0,1,29,15,5,1,0.0,0.0
329,0,0,3,0,0.071428571,0.928571429,0.071428571,1,1,7295,0,1,5,37,28,7,1,0.0,0.0
330,1,0,2,0,0.971014493,0.028985507,0.971014493,1,1,4893,1371632,0,4,33,24,6,1,0.0,0.0
331,1,1,7,0,0.933579336,0.066420664,0.933579336,1,1,5886,184,0,6,47,15,10,0,0.0,0.0
332,1,0,2,0,0.861111111,0.138888889,0.861111111,0,0,7753,15139,0,5,26,17,6,1,0.11538461538461539,0.11538461538461539
333,0,0,14,0,1.0,0.0,1.0,0,0,4250,0,1,1,93,22,18,0,0.021505376344086023,0.021505376344086023
334,1,1,5,0,1.0,0.0,1.0,0,0,12706,3016,0,6,44,27,9,0,0.0,0.0
335,0,0,2,0,1.0,0.0,1.0,0,0,7308,0,1,0,34,26,6,0,0.0,0.0
336,1,1,8,0,0.384615385,0.615384615,0.384615385,1,1,2190,156610,0,4,63,22,12,0,0.0,0.0
337,0,0,8,0,0.631578947,0.368421053,0.631578947,0,1,5613,0,1,5,56,36,11,1,0.16071428571428573,0.16071428571428573
338,0,0,2,0,0.0,0.0,0.0,0,0,5614,0,1,5,28,20,5,1,0.10714285714285714,0.10714285714285714
339,1,0,8,0,0.25,0.75,0.25,0,0,4478,625153,0,5,51,21,11,0,0.0,0.0
340,0,0,5,0,0.881081081,0.118918919,0.881081081,1,1,3141,0,1,3,50,16,8,0,0.06,0.06
341,1,2,8,0,0.666666667,0.333333333,0.666666667,0,0,7696,54169,0,5,70,17,11,0,0.08571428571428572,0.08571428571428572
342,1,0,6,0,0.19047619,0.80952381,0.19047619,1,0,-1,4254948,0,4,41,12,10,0,0.04878048780487805,0.04878048780487805
343,1,1,8,0,0.722772277,0.277227723,0.722772277,0,0,5615,1156,0,5,74,17,11,0,0.0945945945945946,0.0945945945945946
344,1,0,2,0,0.960526316,0.039473684,0.960526316,0,0,8018,5075341,0,3,26,17,6,1,0.0,0.0
345,1,0,16,0,0.855345912,0.144654088,0.855345912,1,0,4093,56400,0,4,114,19,19,1,0.05263157894736842,0.05263157894736842
346,0,2,4,3,1.0,0.0,1.0,0,0,-1,641733,1,2,49,26,7,0,0.0,0.0
347,1,0,2,0,0.19047619,0.80952381,0.19047619,1,1,-1,7358750,0,2,26,17,6,1,0.0,0.0
348,1,0,5,0,0.590163934,0.409836066,0.590163934,1,0,9897,183,0,8,42,14,9,1,0.0,0.0
349,1,1,1,0,0.747663551,0.252336449,0.747663551,1,1,1352,7246656,0,2,28,19,5,1,0.0,0.0
350,1,0,2,0,0.0,1.0,0.0,0,0,-1,75756,0,5,29,20,6,1,0.0,0.0
351,1,2,3,0,0.217391304,0.782608696,0.217391304,1,0,-1,1316122,1,3,32,15,7,0,0.0,0.0
352,0,0,3,0,0.952380952,0.047619048,0.952380952,1,1,2706,0,1,4,34,25,7,1,0.029411764705882353,0.029411764705882353
353,0,0,6,0,0.0,0.0,0.0,0,0,3934,0,1,0,51,27,10,0,0.0,0.0
354,1,0,10,1,0.690140845,0.309859155,0.690140845,1,0,7596,4058,0,6,78,17,14,1,0.0,0.0
355,0,4,5,0,0.755813953,0.244186047,0.755813953,0,1,3429,0,1,0,43,29,8,0,0.0,0.0
356,0,1,16,0,0.0,1.0,0.0,1,0,8018,0,1,4,154,32,23,1,0.09090909090909091,0.09090909090909091
357,1,0,2,0,0.306859206,0.693140794,0.306859206,1,1,3345,270265,0,3,35,26,7,1,0.0,0.0
358,1,1,5,0,0.903225806,0.096774194,0.903225806,0,0,-1,0,0,2,54,22,8,0,0.0,0.0
359,1,0,2,0,0.217391304,0.782608696,0.217391304,1,1,3047,0,0,0,35,27,6,0,0.0,0.0
360,1,0,1,0,0.0,0.0,0.0,0,0,1549,3205318,0,3,25,16,5,1,0.0,0.0
361,1,0,2,0,0.640625,0.359375,0.640625,1,1,1626,0,0,0,27,19,6,0,0.0,0.0
362,0,0,13,1,0.16,0.84,0.16,1,1,-1,0,1,0,61,12,12,0,0.14754098360655737,0.14754098360655737
363,0,1,3,0,0.529411765,0.470588235,0.529411765,0,1,4748,2421611,1,4,41,30,6,0,0.0,0.0
364,0,0,6,0,0.5,0.5,0.5,1,0,-1,0,1,0,47,13,9,0,0.0,0.0
365,1,0,2,0,1.0,0.0,1.0,0,1,-1,0,0,0,19,11,6,0,0.0,0.0
366,1,0,4,0,1.0,0.0,1.0,0,0,5098,10819,0,5,38,18,7,1,0.0,0.0
367,1,1,9,0,0.421965318,0.578034682,0.421965318,1,0,3167,3345571,0,2,64,19,12,0,0.09375,0.09375
368,0,1,20,3,0.305555556,0.694444444,0.305555556,1,1,4096,0,1,3,271,20,25,0,0.30996309963099633,0.30996309963099633
369,0,0,5,2,0.333333333,0.666666667,0.333333333,1,1,118,0,1,0,50,10,9,0,0.0,0.0
370,1,0,11,0,0.96460177,0.03539823,0.96460177,1,0,7785,19148,0,4,80,23,15,1,0.0875,0.0875
371,0,0,6,0,1.0,0.0,1.0,0,1,219,0,1,0,67,28,9,1,0.0,0.0
372,0,0,26,0,0.272727273,0.727272727,0.272727273,1,0,8018,0,1,4,282,30,31,1,0.20921985815602837,0.20921985815602837
373,0,1,14,0,0.0,1.0,0.0,1,0,8018,0,1,4,144,37,19,1,0.041666666666666664,0.041666666666666664
374,0,2,5,0,0.833333333,0.166666667,0.833333333,1,1,1244,0,1,0,52,20,8,0,0.07692307692307693,0.07692307692307693
375,1,0,2,0,0.953947368,0.046052632,0.953947368,1,1,7555,184970,0,5,28,19,6,1,0.0,0.0
376,1,0,6,0,0.870967742,0.129032258,0.870967742,1,1,8045,2595,0,6,50,20,9,1,0.0,0.0
377,1,1,11,0,1.0,0.0,1.0,0,0,1408,4219048,1,0,60,19,14,0,0.21666666666666667,0.21666666666666667
378,1,0,8,0,0.70984456,0.29015544,0.70984456,1,1,5222,136,0,8,87,18,11,1,0.022988505747126436,0.022988505747126436
379,0,0,4,0,0.993377483,0.006622517,0.993377483,0,1,155,0,1,0,35,18,7,0,0.11428571428571428,0.11428571428571428
380,0,0,10,1,0.0,0.0,0.0,0,0,4701,0,1,0,102,15,14,0,0.24509803921568626,0.24509803921568626
381,1,0,4,0,0.578947368,0.421052632,0.578947368,1,1,7534,204574,0,4,63,23,8,1,0.14285714285714285,0.14285714285714285
382,0,0,3,0,0.0,0.0,0.0,0,0,2837,0,1,2,36,27,7,1,0.0,0.0
383,1,0,2,0,0.928571429,0.071428571,0.928571429,0,0,7714,148721,0,4,21,12,6,1,0.0,0.0
384,0,0,31,1,0.0,0.0,0.0,0,0,9338,21,0,5,238,17,38,1,0.31512605042016806,0.31512605042016806
385,0,0,10,0,0.949367089,0.050632911,0.949367089,0,0,-1,0,0,0,36,13,8,0,0.2777777777777778,0.2777777777777778
386,1,0,2,0,0.9,0.1,0.9,0,1,6636,225794,0,3,38,29,6,1,0.0,0.0
387,0,2,17,0,0.972222222,0.027777778,0.972222222,0,0,-1,0,1,0,88,14,16,0,0.17045454545454544,0.17045454545454544
388,0,1,2,0,0.932038835,0.067961165,0.932038835,1,1,7062,1760637,1,1,29,21,6,0,0.0,0.0
389,0,1,3,0,0.0,0.0,0.0,0,0,-1,0,1,0,27,17,6,0,0.0,0.0
390,0,0,8,0,0.44,0.56,0.44,1,1,8346,1,1,10,101,15,11,1,0.10891089108910891,0.10891089108910891
391,1,0,1,0,0.878640777,0.121359223,0.878640777,1,0,-1,4639934,0,2,18,11,5,0,0.0,0.0
392,0,0,3,0,1.0,0.0,1.0,0,0,7006,0,0,1,27,15,7,0,0.0,0.0
393,1,1,3,0,0.0,1.0,0.0,0,0,8349,1,1,10,28,15,6,1,0.03571428571428571,0.03571428571428571
394,0,1,4,2,1.0,0.0,1.0,0,1,2357,0,0,2,36,14,7,0,0.027777777777777776,0.027777777777777776
395,1,0,6,0,0.9,0.1,0.9,1,0,7371,97473,0,5,53,14,9,0,0.0,0.0
396,0,0,9,1,0.994382022,0.005617978,0.994382022,0,1,5589,0,1,3,66,13,12,0,0.15151515151515152,0.15151515151515152
397,0,0,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,35,26,6,1,0.0,0.0
398,0,3,2,0,0.1,0.9,0.1,1,0,968,957082,1,6,27,13,5,1,0.037037037037037035,0.037037037037037035
399,0,0,8,0,0.934210526,0.065789474,0.934210526,0,1,-1,0,0,0,21,13,7,0,0.47619047619047616,0.47619047619047616
400,1,0,19,0,0.690647482,0.309352518,0.690647482,1,1,7380,12752,0,6,123,19,22,0,0.056910569105691054,0.056910569105691054
401,1,0,5,0,1.0,0.0,1.0,0,1,6723,4971141,1,5,47,18,9,0,0.0,0.0
402,1,0,8,0,0.919191919,0.080808081,0.919191919,0,1,5280,20776,0,4,59,15,11,1,0.03389830508474576,0.03389830508474576
403,0,4,2,0,0.0,1.0,0.0,1,1,-1,0,1,4,15,4,5,0,0.06666666666666667,0.06666666666666667
404,1,1,2,0,0.830985915,0.169014085,0.830985915,1,1,8704,2401049,0,3,26,18,6,0,0.0,0.0
405,0,0,13,0,0.944444444,0.055555556,0.944444444,0,0,5612,0,1,5,82,36,16,1,0.10975609756097561,0.10975609756097561
406,1,0,9,0,0.861386139,0.138613861,0.861386139,0,0,6216,3181,0,5,77,16,12,1,0.0,0.0
407,0,1,6,1,0.841509434,0.158490566,0.841509434,1,1,6672,0,1,3,38,13,9,1,0.07894736842105263,0.07894736842105263
408,0,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,39,32,5,0,0.0,0.0
409,1,1,4,0,0.968169761,0.031830239,0.968169761,0,0,7266,1103,1,7,42,15,7,1,0.0,0.0
410,1,0,3,0,0.773195876,0.226804124,0.773195876,1,0,4805,141041,0,3,33,19,7,1,0.0,0.0
411,0,1,6,0,0.0,1.0,0.0,1,1,7296,0,1,5,53,36,10,0,0.0,0.0
412,1,0,6,0,0.958333333,0.041666667,0.958333333,0,0,3081,1803451,0,2,44,16,9,0,0.045454545454545456,0.045454545454545456
413,1,1,2,0,0.375,0.625,0.375,1,1,2101,3571542,0,3,23,15,6,0,0.0,0.0
414,1,0,1,0,0.857142857,0.142857143,0.857142857,0,1,903,0,0,2,17,10,4,0,0.0,0.0
415,1,1,2,0,0.142857143,0.857142857,0.142857143,1,0,2063,1523869,0,1,26,18,6,0,0.0,0.0
416,0,0,13,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,129,54,20,0,0.15503875968992248,0.15503875968992248
417,0,1,4,0,1.0,0.0,1.0,0,0,808,0,1,2,42,34,8,0,0.11904761904761904,0.11904761904761904
418,1,1,5,0,0.59223301,0.40776699,0.59223301,1,1,6673,6923,1,5,52,19,9,0,0.038461538461538464,0.038461538461538464
419,1,0,2,0,0.5,0.5,0.5,1,0,1846,1306556,0,1,27,19,6,0,0.037037037037037035,0.037037037037037035
420,1,2,6,0,0.951890034,0.048109966,0.951890034,1,1,7159,2320,0,3,43,14,9,0,0.13953488372093023,0.13953488372093023
421,1,0,3,0,0.103448276,0.896551724,0.103448276,1,1,7297,283040,0,5,28,20,7,0,0.0,0.0
422,1,0,11,1,0.0,0.0,0.0,0,1,7969,90170,1,5,97,21,16,1,0.041237113402061855,0.041237113402061855
423,0,0,2,0,0.0,1.0,0.0,1,0,2634,5403,0,2,28,20,6,0,0.0,0.0
424,1,0,2,0,0.083333333,0.916666667,0.083333333,1,1,1617,9329560,0,1,27,19,6,0,0.0,0.0
425,0,0,4,0,0.444444444,0.555555556,0.444444444,1,1,674,0,1,0,35,19,7,0,0.0,0.0
426,1,0,6,0,0.847715736,0.152284264,0.847715736,1,0,8683,65933,0,5,62,19,9,1,0.0,0.0
427,0,1,13,0,1.0,0.0,1.0,0,0,4003,5816617,1,0,127,50,18,1,0.1889763779527559,0.1889763779527559
428,0,0,2,0,0.0,1.0,0.0,1,0,7359,1052987,1,1,29,22,5,0,0.06896551724137931,0.06896551724137931
429,0,0,3,0,0.0,1.0,0.0,0,0,4001,31358,1,5,33,16,7,0,0.0,0.0
430,1,1,11,1,0.965517241,0.034482759,0.965517241,0,1,6344,2659943,0,5,72,17,14,0,0.08333333333333333,0.08333333333333333
431,1,0,2,0,0.94893617,0.05106383,0.94893617,1,1,4180,1524695,0,2,33,25,5,1,0.0,0.0
432,1,1,4,0,0.784615385,0.215384615,0.784615385,0,0,9202,684,0,6,40,18,7,0,0.0,0.0
433,0,0,8,0,0.19047619,0.80952381,0.19047619,1,1,5616,0,1,5,61,42,11,0,0.01639344262295082,0.01639344262295082
434,1,3,4,0,0.28057554,0.71942446,0.28057554,1,1,3727,0,0,4,51,32,8,0,0.0,0.0
435,1,0,5,0,0.862745098,0.137254902,0.862745098,0,0,9486,400,0,6,44,10,8,1,0.0,0.0
436,0,1,4,0,0.666666667,0.333333333,0.666666667,0,1,4967,0,1,1,259,12,8,0,0.11969111969111969,0.11969111969111969
437,0,2,6,0,0.708333333,0.291666667,0.708333333,1,0,2736,0,1,0,57,21,10,0,0.0,0.0
438,1,0,2,0,0.864864865,0.135135135,0.864864865,1,0,1259,361430,0,3,31,22,6,1,0.0,0.0
439,0,0,5,0,1.0,0.0,1.0,0,0,-1,0,1,0,47,15,9,0,0.0,0.0
440,1,1,12,0,0.707692308,0.292307692,0.707692308,1,1,2230,1407776,0,4,93,26,15,0,0.0,0.0
441,1,1,5,0,0.864583333,0.135416667,0.864583333,0,0,9201,684,0,6,49,18,8,0,0.0,0.0
442,1,0,2,0,0.983914209,0.016085791,0.983914209,1,0,-1,33537,0,5,22,13,6,1,0.0,0.0
443,1,0,4,0,0.96875,0.03125,0.96875,0,0,-1,1686483,0,5,45,21,7,1,0.0,0.0
444,0,1,9,2,0.115384615,0.884615385,0.115384615,1,0,8019,0,1,4,105,29,14,1,0.09523809523809523,0.09523809523809523
445,0,0,9,1,0.456790123,0.543209877,0.456790123,0,0,14,0,0,0,109,21,12,1,0.06422018348623854,0.06422018348623854
446,1,0,2,0,1.0,0.0,1.0,0,0,4274,0,0,2,40,33,5,0,0.0,0.0
447,0,3,2,1,0.486842105,0.513157895,0.486842105,1,0,-1,134401,1,5,24,5,5,0,0.20833333333333334,0.20833333333333334
448,0,1,4,0,0.4625,0.5375,0.4625,1,1,852,0,1,2,37,17,8,0,0.0,0.0
449,1,0,23,0,0.0,1.0,0.0,1,0,7422,286,1,7,152,13,26,1,0.0,0.0
450,0,0,13,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,124,46,19,1,0.1774193548387097,0.1774193548387097
451,0,1,3,0,0.470588235,0.529411765,0.470588235,1,0,6951,0,1,2,35,15,6,0,0.11428571428571428,0.11428571428571428
452,0,1,13,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,126,50,18,0,0.19047619047619047,0.19047619047619047
453,1,1,7,0,0.103896104,0.896103896,0.103896104,1,0,5440,0,1,2,51,24,10,0,0.13725490196078433,0.13725490196078433
454,0,0,12,0,0.588235294,0.411764706,0.588235294,1,0,1656,2576752,1,0,126,61,15,0,0.373015873015873,0.373015873015873
455,1,1,3,0,0.860696517,0.139303483,0.860696517,1,1,6256,689,0,6,49,25,6,0,0.0,0.0
456,1,0,4,0,0.549019608,0.450980392,0.549019608,1,0,2879,136805,0,4,46,17,8,1,0.0,0.0
457,1,0,3,0,0.354330709,0.645669291,0.354330709,1,0,8520,8,0,10,31,16,6,1,0.0,0.0
458,1,1,6,0,0.848484848,0.151515152,0.848484848,1,1,8831,2695,0,6,45,15,9,0,0.0,0.0
459,1,0,2,0,0.459259259,0.540740741,0.459259259,1,1,7449,0,0,8,36,27,6,1,0.0,0.0
460,1,0,6,0,0.746835443,0.253164557,0.746835443,1,1,3232,65403,1,4,56,29,9,0,0.08928571428571429,0.08928571428571429
461,1,1,5,0,0.596153846,0.403846154,0.596153846,1,1,6672,6935,1,5,54,19,9,0,0.037037037037037035,0.037037037037037035
